loseScore,drawScore,winScore,simulationTimes
-3,4,7,26100
-3,4,8,30400
-3,4,9,34600
-3,4,10,43000
-3,4,11,47800
-3,4,12,52800
-3,4,13,70200
-3,4,14,70700
-3,4,15,77100
-3,4,16,89300
-3,4,17,111100
-3,4,18,120200
-3,4,19,127500
-3,4,20,137000
-3,5,6,20900
-3,5,7,6200
-3,5,8,7600
-3,5,9,8600
-3,5,10,9700
-3,5,11,11800
-3,5,12,14400
-3,5,13,15700
-3,5,14,18000
-3,5,15,20000
-3,5,16,23600
-3,5,17,25200
-3,5,18,27800
-3,5,19,32800
-3,5,20,33200
-3,6,7,24200
-3,6,8,7200
-3,6,10,4600
-3,6,11,5400
-3,6,13,7400
-3,6,14,8100
-3,6,16,9600
-3,6,17,11100
-3,6,19,14600
-3,6,20,15000
-3,7,8,29800
-3,7,9,8300
-3,7,10,4500
-3,7,11,3100
-3,7,12,3700
-3,7,13,4300
-3,7,14,4600
-3,7,15,4700
-3,7,16,5600
-3,7,17,5900
-3,7,18,7300
-3,7,19,7400
-3,7,20,8300
-3,8,9,39600
-3,8,10,10100
-3,8,11,5900
-3,8,12,3700
-3,8,13,2500
-3,8,14,3000
-3,8,15,3200
-3,8,16,3500
-3,8,17,3900
-3,8,18,4200
-3,8,19,4900
-3,8,20,5900
-3,9,10,45600
-3,9,11,12500
-3,9,13,4000
-3,9,14,3000
-3,9,16,2700
-3,9,17,2700
-3,9,19,3300
-3,9,20,3600
-3,10,11,53800
-3,10,12,15200
-3,10,13,7300
-3,10,14,4600
-3,10,15,3300
-3,10,16,2500
-3,10,17,2200
-3,10,18,2200
-3,10,19,2800
-3,10,20,2700
-3,11,12,55600
-3,11,13,16100
-3,11,14,7900
-3,11,15,5100
-3,11,16,3700
-3,11,17,2700
-3,11,18,2300
-3,11,19,2000
-3,11,20,2000
-3,12,13,69300
-3,12,14,19100
-3,12,16,6100
-3,12,17,4000
-3,12,19,2700
-3,12,20,2000
-3,13,14,73800
-3,13,15,20600
-3,13,16,11500
-3,13,17,5900
-3,13,18,4500
-3,13,19,3300
-3,13,20,2900
-3,14,15,87300
-3,14,16,24800
-3,14,17,11700
-3,14,18,6800
-3,14,19,4700
-3,14,20,3600
-3,15,16,98000
-3,15,17,25000
-3,15,19,7600
-3,15,20,5100
-3,16,17,101500
-3,16,18,31400
-3,16,19,13800
-3,16,20,8200
-3,17,18,116100
-3,17,19,29000
-3,17,20,15200
-3,18,19,129800
-3,18,20,32600
-3,19,20,139200
-2,1,2,4200
-2,1,3,6100
-2,1,4,9000
-2,1,5,12500
-2,1,6,16800
-2,1,7,20200
-2,1,8,25600
-2,1,9,33600
-2,1,10,40000
-2,1,11,43500
-2,1,12,55100
-2,1,13,61000
-2,1,14,65300
-2,1,15,80700
-2,1,16,89700
-2,1,17,98800
-2,1,18,115100
-2,1,19,116600
-2,1,20,132700
-2,2,3,6400
-2,2,5,12000
-2,2,7,18700
-2,2,9,28900
-2,2,11,43000
-2,2,13,62600
-2,2,15,77100
-2,2,17,96900
-2,2,19,120200
-2,3,4,9500
-2,3,5,12700
-2,3,6,16000
-2,3,7,20300
-2,3,8,25200
-2,3,9,30800
-2,3,10,35500
-2,3,11,41000
-2,3,12,50700
-2,3,13,58400
-2,3,14,64700
-2,3,15,79900
-2,3,16,84900
-2,3,17,94800
-2,3,18,119500
-2,3,19,117700
-2,3,20,126200
-2,4,5,12300
-2,4,7,5500
-2,4,9,6900
-2,4,11,11200
-2,4,13,13900
-2,4,15,17500
-2,4,17,22900
-2,4,19,27300
-2,5,6,15400
-2,5,7,4800
-2,5,8,2800
-2,5,9,3200
-2,5,10,4000
-2,5,11,4500
-2,5,12,5500
-2,5,13,6300
-2,5,14,6800
-2,5,15,8400
-2,5,16,9700
-2,5,17,10000
-2,5,18,11600
-2,5,19,12600
-2,5,20,14100
-2,6,7,20900
-2,6,9,3500
-2,6,11,2800
-2,6,13,3700
-2,6,15,4600
-2,6,17,5200
-2,6,19,6700
-2,7,8,26000
-2,7,9,8000
-2,7,10,3700
-2,7,11,2800
-2,7,12,2000
-2,7,13,2200
-2,7,14,2500
-2,7,15,2900
-2,7,16,3200
-2,7,17,3400
-2,7,18,4100
-2,7,19,4600
-2,7,20,5200
-2,8,9,32900
-2,8,11,5000
-2,8,13,2200
-2,8,15,1900
-2,8,17,2500
-2,8,19,3200
-2,9,10,37400
-2,9,11,9900
-2,9,12,5300
-2,9,13,3800
-2,9,14,2500
-2,9,15,2000
-2,9,16,1700
-2,9,17,1900
-2,9,18,2200
-2,9,19,2300
-2,9,20,2500
-2,10,11,41600
-2,10,13,6100
-2,10,15,2900
-2,10,17,1900
-2,10,19,1900
-2,11,12,49700
-2,11,13,14500
-2,11,14,7200
-2,11,15,4900
-2,11,16,3200
-2,11,17,2500
-2,11,18,2000
-2,11,19,1900
-2,11,20,1500
-2,12,13,55900
-2,12,15,8400
-2,12,17,3800
-2,12,19,2100
-2,13,14,70100
-2,13,15,18600
-2,13,16,8500
-2,13,17,5900
-2,13,18,4000
-2,13,19,3000
-2,13,20,2400
-2,14,15,76800
-2,14,17,10800
-2,14,19,4400
-2,15,16,88000
-2,15,17,23300
-2,15,18,10900
-2,15,19,7000
-2,15,20,4900
-2,16,17,94800
-2,16,19,12600
-2,17,18,106500
-2,17,19,29300
-2,17,20,14800
-2,18,19,106300
-2,19,20,123200
-1,1,2,2300
-1,1,3,4000
-1,1,4,6800
-1,1,5,9000
-1,1,6,13300
-1,1,7,17500
-1,1,8,21400
-1,1,9,28200
-1,1,10,30800
-1,1,11,37700
-1,1,12,47600
-1,1,13,57100
-1,1,14,64400
-1,1,15,69400
-1,1,16,77000
-1,1,17,92100
-1,1,18,100000
-1,1,19,122200
-1,1,20,122500
-1,2,3,3900
-1,2,4,6300
-1,2,5,8800
-1,2,6,11700
-1,2,7,16400
-1,2,8,20500
-1,2,9,25600
-1,2,10,29800
-1,2,11,35900
-1,2,12,44200
-1,2,13,51500
-1,2,14,59600
-1,2,15,65400
-1,2,16,72300
-1,2,17,85800
-1,2,18,97600
-1,2,19,109600
-1,2,20,123900
-1,3,4,6300
-1,3,5,2500
-1,3,6,2900
-1,3,7,4500
-1,3,8,5000
-1,3,9,6600
-1,3,10,8200
-1,3,11,9100
-1,3,12,11500
-1,3,13,12900
-1,3,14,15300
-1,3,15,16900
-1,3,16,18000
-1,3,17,23200
-1,3,18,23600
-1,3,19,27500
-1,3,20,27800
-1,4,5,9500
-1,4,6,3400
-1,4,7,1900
-1,4,8,2400
-1,4,9,2800
-1,4,10,3500
-1,4,11,4000
-1,4,12,4700
-1,4,13,5500
-1,4,14,6100
-1,4,15,7700
-1,4,16,8900
-1,4,17,9800
-1,4,18,10500
-1,4,19,12200
-1,4,20,13700
-1,5,6,13300
-1,5,7,4000
-1,5,8,2200
-1,5,9,1600
-1,5,10,2000
-1,5,11,2400
-1,5,12,2600
-1,5,13,3000
-1,5,14,3800
-1,5,15,4100
-1,5,16,4400
-1,5,17,5300
-1,5,18,6200
-1,5,19,6400
-1,5,20,7900
-1,6,7,16600
-1,6,8,5000
-1,6,9,2700
-1,6,10,1900
-1,6,11,1500
-1,6,12,1700
-1,6,13,2000
-1,6,14,2300
-1,6,15,2600
-1,6,16,3200
-1,6,17,3500
-1,6,18,3700
-1,6,19,4100
-1,6,20,5100
-1,7,8,20000
-1,7,9,7000
-1,7,10,3500
-1,7,11,2200
-1,7,12,1800
-1,7,13,1400
-1,7,14,1500
-1,7,15,2000
-1,7,16,2000
-1,7,17,2200
-1,7,18,2700
-1,7,19,3100
-1,7,20,3300
-1,8,9,25300
-1,8,10,7500
-1,8,11,4700
-1,8,12,2700
-1,8,13,2000
-1,8,14,1600
-1,8,15,1400
-1,8,16,1500
-1,8,17,1600
-1,8,18,1900
-1,8,19,2100
-1,8,20,2400
-1,9,10,30100
-1,9,11,9000
-1,9,12,4700
-1,9,13,3500
-1,9,14,2200
-1,9,15,1800
-1,9,16,1600
-1,9,17,1300
-1,9,18,1600
-1,9,19,1600
-1,9,20,1700
-1,10,11,37100
-1,10,12,10500
-1,10,13,5300
-1,10,14,3500
-1,10,15,2700
-1,10,16,2000
-1,10,17,1600
-1,10,18,1500
-1,10,19,1300
-1,10,20,1300
-1,11,12,44200
-1,11,13,12700
-1,11,14,6100
-1,11,15,3900
-1,11,16,3100
-1,11,17,2200
-1,11,18,1900
-1,11,19,1500
-1,11,20,1300
-1,12,13,50600
-1,12,14,14900
-1,12,15,7600
-1,12,16,4500
-1,12,17,3200
-1,12,18,2500
-1,12,19,2200
-1,12,20,1700
-1,13,14,62200
-1,13,15,15800
-1,13,16,7800
-1,13,17,5100
-1,13,18,3500
-1,13,19,2700
-1,13,20,2200
-1,14,15,63800
-1,14,16,18400
-1,14,17,9000
-1,14,18,5800
-1,14,19,4000
-1,14,20,3300
-1,15,16,73600
-1,15,17,21600
-1,15,18,9800
-1,15,19,6700
-1,15,20,4400
-1,16,17,86900
-1,16,18,23700
-1,16,19,11300
-1,16,20,7500
-1,17,18,90500
-1,17,19,27400
-1,17,20,12900
-1,18,19,100000
-1,18,20,28700
-1,19,20,114800
